,Date,Time,Info,Content,Matched Template,Cluster ID
0,2008-11-09,20:36:15,INFO,PacketResponder 1 for block blk_38865049064139660 terminating,PacketResponder <*> for block <*> terminating,1
1,2008-11-09,20:38:07,INFO,PacketResponder 0 for block blk_-6952295868487656571 terminating,PacketResponder <*> for block <*> terminating,1
2,2008-11-09,20:40:05,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_7128370237687728475 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
3,2008-11-09,20:40:15,INFO,PacketResponder 2 for block blk_8229193803249955061 terminating,PacketResponder <*> for block <*> terminating,1
4,2008-11-09,20:41:06,INFO,PacketResponder 2 for block blk_-6670958622368987959 terminating,PacketResponder <*> for block <*> terminating,1
5,2008-11-09,20:41:32,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_3050920587428079149 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
6,2008-11-09,20:43:24,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.80:50010 is added to blk_7888946331804732825 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
7,2008-11-09,20:44:53,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.85:50010 is added to blk_2377150260128098806 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
8,2008-11-09,20:45:25,INFO,PacketResponder 2 for block blk_572492839287299681 terminating,PacketResponder <*> for block <*> terminating,1
9,2008-11-09,20:46:55,INFO,Received block blk_3587508140051953248 of size 67108864 from /10.251.42.84,Received block <*> of size <*> from <*>,3
10,2008-11-09,20:47:22,INFO,Received block blk_5402003568334525940 of size 67108864 from /10.251.214.112,Received block <*> of size <*> from <*>,3
11,2008-11-09,20:48:15,INFO,Receiving block blk_5792489080791696128 src: /10.251.30.6:33145 dest: /10.251.30.6:50010,Receiving block <*> src: <*> dest: <*>,4
12,2008-11-09,20:48:42,INFO,Receiving block blk_1724757848743533110 src: /10.251.111.130:49851 dest: /10.251.111.130:50010,Receiving block <*> src: <*> dest: <*>,4
13,2008-11-09,20:49:08,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_8015913224713045110 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
14,2008-11-09,20:49:25,INFO,Receiving block blk_-5623176793330377570 src: /10.251.75.228:53725 dest: /10.251.75.228:50010,Receiving block <*> src: <*> dest: <*>,4
15,2008-11-09,20:50:35,INFO,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_-1727475099218615100,BLOCK* NameSystem.allocateBlock: <*> <*>,5
16,2008-11-09,20:50:56,INFO,PacketResponder 1 for block blk_5017373558217225674 terminating,PacketResponder <*> for block <*> terminating,1
17,2008-11-09,20:51:57,INFO,Received block blk_9212264480425680329 of size 67108864 from /10.251.123.1,Received block <*> of size <*> from <*>,3
18,2008-11-09,20:53:15,INFO,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_-7878121102358435702,BLOCK* NameSystem.allocateBlock: <*> <*>,5
19,2008-11-09,20:54:09,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
20,2008-11-09,20:54:12,INFO,Received block blk_-5704899712662113150 of size 67108864 from /10.251.91.229,Received block <*> of size <*> from <*>,3
21,2008-11-09,20:56:32,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-4794867979917102672 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
22,2008-11-09,20:57:39,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_8763662564934652249 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
23,2008-11-09,20:57:42,INFO,Received block blk_-5861636720645142679 of size 67108864 from /10.251.70.211,Received block <*> of size <*> from <*>,3
24,2008-11-09,20:57:46,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_7453815855294711849 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
25,2008-11-09,20:57:49,INFO,Receiving block blk_-28342503914935090 src: /10.251.123.132:57542 dest: /10.251.123.132:50010,Receiving block <*> src: <*> dest: <*>,4
